date,ticker,side,label,entry,stop,target1,target2,atr,atr_pct,risk_rating,qty,status,exit_price,exit_reason,created_at
2025-11-14,UNH,SELL,SHORT,321.22,338.39,286.87,269.7,11.4486,3.56,HIGH,1,OPEN,,,2025-11-14 21:51:29
